web_scraper_order,web_scraper_start_url,name,category_link,name_divi,divi_link,description_divi,divi_title,pakket_divi,categories_divi
"1765314616-171","https://indiveo.nl/specialismen-zorg","Oncologie","https://indiveo.nl/themas/oncologie/","Beenmergpunctie","https://indiveo.nl/divis/beenmergpunctie/","Bij een beenmergpunctie wordt er met een holle naald een kleine hoeveelheid merg uit het bot gehaald om te kunnen onderzoeken. Met een beenmergpunctie kan een arts onderzoeken wat de patiënt heeft of het resultaat van een behandeling ziet. 



In de animatie in deze Divi wordt uitgelegd hoe de beenmergpunctie verloopt. Daarnaast leest u meer over de voorbereiding en nazorg na de beenmergpunctie. Tot slot wordt met een extra animatie uitgelegd hoe het weefsel dat afgenomen is onderzocht wordt in het laboratorium.","Beenmergpunctie","Deze Divi bevat:
Animatie met voice-over en ondertiteling
B1 instructiekaarten
Begrijpelijke beelden","Interne geneeskunde, Oncologie"
"1765314618-172","https://indiveo.nl/specialismen-zorg","Oncologie","https://indiveo.nl/themas/oncologie/","Baarmoederkanker","https://indiveo.nl/divis/baarmoederkanker/","In deze Divi krijgt de patiënt uitleg over baarmoederkanker (endometriumcarcinoom): wat deze ziekte inhoudt, welke onderzoeken worden gedaan en welke behandelmogelijkheden er zijn. Ook wordt besproken wat de patiënt kan verwachten na de behandeling en hoe het vervolgtraject eruitziet.

De patiënt wordt geïnformeerd door middel van animatie, illustratie en tekst.","Baarmoederkanker","Deze Divi bevat:
Animatie met voice-over en ondertiteling
B1 instructiekaarten
Begrijpelijke beelden","Gynaecologie en verloskunde, Oncologie"
"1765314620-173","https://indiveo.nl/specialismen-zorg","Oncologie","https://indiveo.nl/themas/oncologie/","AYA-zorg","https://indiveo.nl/divis/aya-zorg/","Jonge mensen met de diagnose kanker kunnen AYA-zorg krijgen. AYA-zorg is speciaal voor mensen met een leeftijd van 18 tot en met 39 jaar. AYA-zorg is extra zorg naast de zorg die een patiënt krijgt om de kanker te behandelen. Met de AYA zorgverlener Kan de patiënt alles bespreken. Samen kijken zij naar wie de patiënt is en wat de patiënt nodig heeft.



Hier krijgt de patiënt meer informatie over wat AYA-zorg is en hoe de patiënt hulp krijgt van een zorgverlener.","AYA-zorg","Deze Divi bevat:
Animatie met voice-over en ondertiteling
B1 instructiekaarten
Begrijpelijke beelden","Borstkanker, Oncologie"
"1765314622-174","https://indiveo.nl/specialismen-zorg","Oncologie","https://indiveo.nl/themas/oncologie/","Autologe stamceltransplantatie","https://indiveo.nl/divis/autologe-stamceltransplantatie/","Na de stamcelafname ondergaat de patiënt een autologe stamceltransplantatie. Eerst wordt een chemokuur toegediend, waarna een zorgverlener de stamcellen via een infuus terugplaatst.



In deze Divi ontvangen patiënten informatie over stamcellen. Een video legt uit wat stamcellen zijn en wat hun functie is, zodat patiënten beter begrijpen wat een stamceltransplantatie inhoudt en waarom ze deze behandeling krijgen. Vervolgens wordt er informatie gegeven over de autologe stamceltransplantatie.","Autologe stamceltransplantatie","Deze Divi bevat:
Animatie met voice-over en ondertiteling
B1 instructiekaarten
Begrijpelijke beelden","Interne geneeskunde, Oncologie"
"1765314627-175","https://indiveo.nl/specialismen-zorg","Neurologie","https://indiveo.nl/themas/neurologie/","Wat is MS?","https://indiveo.nl/divis/wat-is-ms/","MS is een neurologische ziekte die ervoor zorgt dat je lichaam niet goed meer werkt. Je hebt bijvoorbeeld last van tintelingen, slecht zien, moeite met bewegen of vermoeidheid. 



Er is nog geen genezing voor MS. Maar er zijn wel manieren om beter te kunnen leven met deze ziekte. 



In deze Divi geven we je meer uitleg over wat MS is, over leven met MS en de behandeling van de ziekte.","Wat is MS?","Deze Divi bevat:
Animatie met voice-over en ondertiteling
B1 instructiekaarten
Begrijpelijke beelden","Neurologie"
"1765314628-176","https://indiveo.nl/specialismen-zorg","Neurologie","https://indiveo.nl/themas/neurologie/","Wat is epilepsie?","https://indiveo.nl/divis/wat-is-epilepsie/","Epilepsie is een aandoening waarbij er kortsluiting in de hersenen is. Hierdoor bewegen de hersenprikkels anders en verlies je de controle over je lichaam. Dit kan leiden tot aanvallen.



In deze Divi krijgt de patiënt uitleg over de ziekte, de diagnose, de behandeling en wat de toekomst met epilepsie kan zijn. Dit wordt uitgelegd met tekst, illustraties en animatie.","Wat is epilepsie?","Deze Divi bevat:
Animatie met voice-over en ondertiteling
B1 instructiekaarten
Begrijpelijke beelden","Neurologie"
"1765314630-177","https://indiveo.nl/specialismen-zorg","Neurologie","https://indiveo.nl/themas/neurologie/","Wat is een MS schub?","https://indiveo.nl/divis/wat-is-een-schub/","Ieder mens heeft een zenuwstelsel. Dit is opgebouwd uit miljoenen zenuwcellen die met elkaar verbonden zijn via zenuwbanen. Om deze zenuwbanen in de hersenen en het ruggenmerg zit een laag die isoleert en beschermt. Deze laag noemen we myeline. Bij Multiple Sclerose, ook wel MS genoemd, ontstaan er ontstekingen in deze laag rond de zenuwbanen. 



Bij mensen met MS kunnen er plotseling nieuwe klachten ontstaan of worden bestaande klachten ineens erger. Dat noemen we een schub of een terugval. Een schub wordt veroorzaakt door nieuwe ontstekingen. In deze Divi wordt uitleg gegeven over wat een schub precies is en waaraan mensen een schub kennen herkennen.



Belangrijk is dat in de Divi ook uitleg wordt gegeven over het fenomeen pseudo-schub. Voor MS-patiënten is het soms lastig om te weten of er bij hen sprake is van een schub of een pseudo-schub. De Divi helpt hen bij het maken van dit onderscheid.","Wat is een MS schub?","Deze Divi bevat:
Animatie met voice-over en ondertiteling
B1 instructiekaarten
Begrijpelijke beelden","Neurologie"
"1765314632-178","https://indiveo.nl/specialismen-zorg","Neurologie","https://indiveo.nl/themas/neurologie/","VNG-onderzoek","https://indiveo.nl/divis/vng-onderzoek/","De patiënt heeft last van zijn evenwicht. Hiervoor vindt binnenkort een VNG-onderzoek plaats. VNG betekent videonystagmografie. Bij dit onderzoek wordt gemeten hoe de ogen bewegen. Dit staat in verband met het evenwichtsorgaan. Met een speciale videobril op doet de zorgverlener verschillende tests. In deze divi wordt de patiënt geïnformeerd met tekst, illustraties en animatie.","VNG-onderzoek","Deze Divi bevat:
Animatie met voice-over en ondertiteling
B1 instructiekaarten
Begrijpelijke beelden","Neurologie"
"1765314634-179","https://indiveo.nl/specialismen-zorg","Neurologie","https://indiveo.nl/themas/neurologie/","VEP-onderzoek","https://indiveo.nl/divis/vep-onderzoek/","Als een patiënt minder goed ziet kan de oogzenuw onderzocht worden. Tijdens dit onderzoek wordt gemeten hoe de hersenen reageren op beeldprikkels. Dit gebeurt door middel van een VEP onderzoek. VEP staat voor Visual Evoked Potential.



In deze Divi wordt de patiënt geïnformeerd door middel van animaties, illustraties en tekst.","VEP-onderzoek","Deze Divi bevat:
Animatie met voice-over en ondertiteling
B1 instructiekaarten
Begrijpelijke beelden","Neurologie"
"1765314637-180","https://indiveo.nl/specialismen-zorg","Neurologie","https://indiveo.nl/themas/neurologie/","TIA","https://indiveo.nl/divis/tia/","Bij een TIA raakt een bloedvat naar de hersenen plotseling tijdelijk afgesloten.  Een deel van de hersenen krijgt dan niet genoeg bloed. Je kunt daardoor verschillende klachten krijgen. Bijvoorbeeld een verlamde arm of een scheve mond.



In deze Divi wordt er uitgelegd wat een TIA is en welke onderzoeken er plaatsvinden. Ook wordt er leefstijl advies gegeven.","TIA","Deze Divi bevat:
Animatie met voice-over en ondertiteling
B1 instructiekaarten
Begrijpelijke beelden","Neurologie"
"1765314638-181","https://indiveo.nl/specialismen-zorg","Neurologie","https://indiveo.nl/themas/neurologie/","TCD-onderzoek","https://indiveo.nl/divis/tcd-onderzoek/","Het TCD-onderzoek is een onderzoek van de bloedvaten in het hoofd. Met een echo en geluidstrillingen wordt de bloedstroom in de vaten in beeld gebracht. In deze Divi krijgt de patiënt uitleg over het verloop van het onderzoek. Daarnaast krijgt de patiënt informatie over de voorbereiding en nazorg van het onderzoek.","TCD-onderzoek","Deze Divi bevat:
Animatie met voice-over en ondertiteling
B1 instructiekaarten
Begrijpelijke beelden","Neurologie"
"1765314640-182","https://indiveo.nl/specialismen-zorg","Neurologie","https://indiveo.nl/themas/neurologie/","Polysomnografie","https://indiveo.nl/divis/polysomnografie/","Tijdens een slaaponderzoek (polysomnografie) zoeken we naar oorzaken van slaapproblemen. Verschillende sensoren en elektroden meten hoe de patiënt slaapt en wakker wordt.



In deze Divi laat een animatie zien hoe een polysomnografie werkt. Ook leest de patiënt over de voorbereiding en leefregels voor het onderzoek.



Naast de Divi Polysomnografie is ook de Divi Polygrafie via Indiveo beschikbaar.","Polysomnografie","Deze Divi bevat:
Animatie met voice-over en ondertiteling
B1 instructiekaarten
Begrijpelijke beelden","Longziekten, Neurologie"
"1765314643-183","https://indiveo.nl/specialismen-zorg","Neurologie","https://indiveo.nl/themas/neurologie/","Polygrafie Nox T3","https://indiveo.nl/divis/polygrafie-nox-t3/","De polygrafie NOX T3 is een slaaponderzoek waarbij de patiënt thuis slaapt. Tijdens het slaaponderzoek worden de ademhaling, snurken en het zuurstofgehalte gemeten. Met het onderzoek is het mogelijk om te achterhalen of de patiënt last heeft van ademhalingsstoornissen of snurkproblemen.



Hier krijgen patiënten informatie over de Polygrafie NOX T3 en de voorbereiding op het onderzoek. Daarnaast krijgen zij een instructie over hoe ze het apparaat en de zuurstofmeter moeten aansluiten en afkoppelen.","Polygrafie Nox T3","Deze Divi bevat:
Animatie met voice-over en ondertiteling
B1 instructiekaarten
Begrijpelijke beelden","KNO, Longziekten, Neurologie"
"1765314644-184","https://indiveo.nl/specialismen-zorg","Neurologie","https://indiveo.nl/themas/neurologie/","Polygrafie","https://indiveo.nl/divis/polygrafie/","Om te onderzoeken welke problemen zich voordoen tijdens het slapen en wat daarvan de oorzaak is, kan een slaaponderzoek gedaan worden. Dit heet een polygrafie. De resultaten van dit onderzoek kunnen gebruikt worden om een diagnose te stellen.



In de Divi Polygrafie wordt aan de patiënt uitgelegd wat een polygrafie is en wat er precies gemeten wordt tijdens het onderzoek. Een polygrafie vindt vaak thuis plaats. De patiënt moet daarom de instrumenten zelf aansluiten. In deze Divi is daarom ook een korte instructievideo toegevoegd die de patiënt kan bekijken.","Polygrafie","Deze Divi bevat:
Animatie met voice-over en ondertiteling
B1 instructiekaarten
Begrijpelijke beelden","KNO, Longziekten, Neurologie"
"1765314646-185","https://indiveo.nl/specialismen-zorg","Neurologie","https://indiveo.nl/themas/neurologie/","OSA","https://indiveo.nl/divis/osa/","OSA staat voor Obstructief Slaapapneu, ook wel Slaapapneu genoemd. Slaapapneu kan worden veroorzaakt door een blokkade in de luchtwegen achterin de keel. Aan een patiënt wordt via verschillende beelden uitgelegd wat de oorzaken zijn van een slaapapneu en wat er in het lichaam gebeurt. Het volledige ziektebeeld van OSA wordt besproken.



Daarnaast wordt aan de patiënt geïnformeerd over behandelingen en adviezen bij OSA. Tot slot wordt er in deze Divi uitleg gegeven over de verschillende soorten Slaapapneus.","OSA","Deze Divi bevat:
Animatie met voice-over en ondertiteling
B1 instructiekaarten
Begrijpelijke beelden","KNO, Longziekten, Neurologie"
"1765314648-186","https://indiveo.nl/specialismen-zorg","Neurologie","https://indiveo.nl/themas/neurologie/","Orthostatische hypotensie","https://indiveo.nl/divis/orthostatische-hypotensie/","Orthostase, of orthostatische hypotensie, is een plotselinge bloeddrukdaling die binnen 3 minuten optreedt bij snel opstaan. Deze plotselinge bloeddrukdaling wordt veroorzaakt doordat het systeem dat de bloeddruk regelt minder goed werkt. Daardoor worden patiënten duizelig, licht in het hoofd, of kunnen ze (flauw) vallen.



In deze Divi krijgen patiënten uitleg over wat orthostase is. Daarnaast krijgen patiënten in de Divi tips over hoe ze ervoor kunnen zorgen dat ze minder snel duizelig worden.","Orthostatische hypotensie","Deze Divi bevat:
Animatie met voice-over en ondertiteling
B1 instructiekaarten
Begrijpelijke beelden","Geriatrie, Interne geneeskunde, Neurologie"
"1765314650-187","https://indiveo.nl/specialismen-zorg","Neurologie","https://indiveo.nl/themas/neurologie/","Operatie bij een nekhernia","https://indiveo.nl/divis/nekhernia/","De patiënt heeft een hernia in de nek, ook wel een cervicale hernia genoemd. Een tussenwervelschijf in de nek steekt uit en drukt tegen een zenuw aan. De klachten gaan niet vanzelf over. Daarom is een operatie nodig. In dit geval een Cervicale anterieure discectomie. In deze divi krijgt de patiënt uitleg over deze operatie. De patiënt wordt geïnformeerd door middel van tekst, illustraties en animaties.","Operatie bij een nekhernia","Deze Divi bevat:
Animatie met voice-over en ondertiteling
B1 instructiekaarten
Begrijpelijke beelden","Neurologie"
"1765314652-188","https://indiveo.nl/specialismen-zorg","Neurologie","https://indiveo.nl/themas/neurologie/","Omgaan met vermoeidheid na hersenletsel","https://indiveo.nl/divis/omgaan-met-vermoeidheid-na-hersenletsel/","Na bijvoorbeeld een herseninfarct, hersenbloeding of hersenschudding, kan er schade in de hersenen ontstaan. Deze schade noemen we hersenletsel. Een van de meest voorkomende klachten na hersenletsel is vermoeidheid. Voor patiënten is het omgaan met deze vermoeidheid vaak lastig en heeft dit veel impact op het dagelijkse leven.



In de Divi 'vermoeidheid na hersenletsel' krijgen patiënten uitleg over hoe het komt dat ze na het hersenletsel meer vermoeidheid ervaren. Maar dat is niet het enige: de Divi staat ook vol met tips om beter om te leren gaan met deze vermoeidheid. Met de Divi kunnen zorgverleners patiënten praktische tips geven die zij direct kunnen toepassen.","Omgaan met vermoeidheid na hersenletsel","Deze Divi bevat:
Animatie met voice-over en ondertiteling
B1 instructiekaarten
Begrijpelijke beelden","Neurologie"
"1765314655-189","https://indiveo.nl/specialismen-zorg","Neurologie","https://indiveo.nl/themas/neurologie/","Nervus Vagus Stimulator","https://indiveo.nl/divis/nervus-vagus-stimulator/","Mensen met epilepsie krijgen vaak medicijnen om epileptische aanvallen tegen te gaan. Bij sommige mensen werkt dit niet genoeg en daarom hebben zij nog steeds veel aanvallen. Het is dan mogelijk om een Nervus Vagus Stimulator (NVS) te krijgen. Met een NVS bestaat de kans dat patiënten minder epileptische aanvallen krijgen of dat ze minder heftig zijn. 



In deze Divi leggen we uit wat de NVS is en hoe het werkt. Daarnaast krijgen zij informatie over het plaatsen van de NVS, het instellen, de bijwerkingen en het gebruik van de bijbehorende magneet.","Nervus Vagus Stimulator","Deze Divi bevat:
Animatie met voice-over en ondertiteling
B1 instructiekaarten
Begrijpelijke beelden","Neurologie"
"1765314656-190","https://indiveo.nl/specialismen-zorg","Neurologie","https://indiveo.nl/themas/neurologie/","Nekstenose","https://indiveo.nl/divis/nekstenose/","De patiënt heeft een stenose in de nek. Dit is een vernauwing van een wervel in de nek. Dit geeft druk op het ruggenmerg en de zenuwwortels. Bij bepaalde klachten kan een operatie helpen. In deze divi krijgt de patiënt uitleg over deze operatie. De patiënt wordt geïnformeerd door middel van tekst, illustraties en animaties.","Nekstenose","Deze Divi bevat:
Animatie met voice-over en ondertiteling
B1 instructiekaarten
Begrijpelijke beelden","Neurologie"
